route_id,service_id,trip_id,trip_headsign,trip_long_name,direction_code,shape_id,wheelchair_accessible
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,660703,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,660704,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,660705,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,660706,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,660707,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,660708,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
18da16ddc76af4298946910a95e42de7,21065,1050926,Valga bussijaam,Antsla - Vilaski - Valga bussijaam,A>B,44290,0
18da16ddc76af4298946910a95e42de7,26348,1050927,Valga bussijaam,Antsla - Vilaski - Valga bussijaam,A>B,44290,0
fc1ab0be056476a5086df663d6278597,21456,994800,Otepää,Valga - Keeni - Puka - Arula - Otepää,A>B,42778,0
239a9d65950b35e7cd6388b6aaca3177,21459,1024720,Otepää,Valga - Puka - Otepää,A>B,42777,0
ba31af4278719ed9de7602f78efa19e6,21463,884340,Valga bussijaam,Otepää - Sihva - Keeni - Sangaste - Valga,A>C1>B,40997,0
0773f3f47d35764722b59943b761d860,21464,1015320,Tõrva,Valga - Tõrva - Pikasilla - Riidaja - Tõrva,A>B,46267,0
18c28e3851af5ac5441c38978ed5348c,21467,1028449,Antsla,Valga - Lüllemäe - Antsla,A>B,47133,0
18c28e3851af5ac5441c38978ed5348c,21467,1028450,Valga bussijaam,Antsla - Valga bussijaam,B>A,47134,0
c8a34003423418b3b301cf9296e09af9,21477,884345,Tõrva,Valga - Tõrva,A>B,40946,0
1517ddb319b09329bddffed350023431,22090,1013933,Tõrva,Riiska-Taagepera-Tõrva,A>B,46254,0
1d43dbf2d106a2ef5c736fda295a2cc9,41834,1035892,Saueaugu,Kultuurikeskuse - Väätsa - Saueaugu,A>B4,50330,0
1d43dbf2d106a2ef5c736fda295a2cc9,41834,1035894,Saueaugu,Kultuurikeskuse - Väätsa - Saueaugu,A>B4,50330,0
1d43dbf2d106a2ef5c736fda295a2cc9,41834,1035893,Kultuurikeskus,Saueaugu - Väätsa - Kultuurikeskuse,B4>A,29590,0
1d43dbf2d106a2ef5c736fda295a2cc9,41834,1035895,Kultuurikeskus,Saueaugu - Väätsa - Kultuurikeskuse,B4>A,29590,0
1d43dbf2d106a2ef5c736fda295a2cc9,41836,1025683,Kultuurikeskus,Väätsa kool - Kultuurikeskuse,B1>A,17364,0
1d43dbf2d106a2ef5c736fda295a2cc9,41836,1025685,Kultuurikeskus,Väätsa kool - Kultuurikeskuse,B1>A,17364,0
1d43dbf2d106a2ef5c736fda295a2cc9,41836,1025687,Kultuurikeskus,Väätsa kool - Kultuurikeskuse,B1>A,17364,0
1d43dbf2d106a2ef5c736fda295a2cc9,41838,1025689,Kultuurikeskus,Väätsa kool - Kultuurikeskuse,B1>A,17364,0
1d43dbf2d106a2ef5c736fda295a2cc9,41836,1025682,Väätsa kool,Kultuurikeskuse - Väätsa kool,A>B1,18912,0
1d43dbf2d106a2ef5c736fda295a2cc9,41836,1025684,Väätsa kool,Kultuurikeskuse - Väätsa kool,A>B1,18912,0
1d43dbf2d106a2ef5c736fda295a2cc9,41836,1025686,Väätsa kool,Kultuurikeskuse - Väätsa kool,A>B1,18912,0
1d43dbf2d106a2ef5c736fda295a2cc9,41838,1025688,Väätsa kool,Kultuurikeskuse - Väätsa kool,A>B1,18912,0
1d43dbf2d106a2ef5c736fda295a2cc9,41839,1035896,Pearna,Kultuurikeskuse - Väätsa - Pearna,A>B,47683,0
1d43dbf2d106a2ef5c736fda295a2cc9,41839,1035897,Kultuurikeskus,Pearna - Väätsa - Kultuurikeskuse,B>A,17363,0
125749c72f22794e70ef14198ee14696,41854,1105289,Imavere,Paide bussijaam - Koigi - Sõrandu - Imavere,A>B1>B,39710,0
125749c72f22794e70ef14198ee14696,41854,1105290,Paide bussijaam,Imavere - Koigi - Paide bussijaam,B>A2,50337,0
ca75282e198e5d3ffea0053630d15777,47942,1174138,Sankt-Peterburg bussijaam,Pärnu - Sankt-Peterburg,A>B,42163,0
ca75282e198e5d3ffea0053630d15777,47943,1174139,Sanatoorium Tervis,Sankt-Peterburg - Pärnu,B>A,31843,0
0876f9e40c3820d32a59e21e6d4653cc,48765,1103230,Rükkeli,Tolli - Raekoja - Palu - Raekoja - Riisali - Rükkeli,A>B,49232,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103231,Rükkeli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103233,Tolli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103234,Tolli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103235,Rükkeli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103238,Tolli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103239,Rükkeli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,48766,1103242,Rükkeli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
0876f9e40c3820d32a59e21e6d4653cc,125435,1103243,Rükkeli,Tolli - Raekoja - Palu - Raekoja - Rükkeli,A>B1,49326,0
